vertex distance parent
3770 1 3668
3771 1 3632
3772 1 511
3773 1 3749
3774 1 3609
3775 1 3602
3776 1 166
3777 1 3443
3778 1 3643
3779 1 3708
3780 1 281
3781 1 378
3782 1 3823
3783 1 3625
3784 1 3779
3785 1 3582
3786 1 3534
3787 1 871
3788 1 491
3789 1 487
3790 1 284
3791 1 566
3792 1 3592
3793 1 3476
3794 1 494
3795 1 621
3796 1 3508
3797 1 3629
3798 1 3765
3799 1 3534
3800 1 527
3801 1 388
3802 1 3558
3803 1 3673
3804 1 355
3805 1 3482
3806 1 3558
3807 1 309
3808 1 423
3809 7 4622
3810 1 3548
3811 1 447
3812 1 472
3813 1 858
3814 1 463
3815 1 3459
3816 1 3664
3817 1 381
3818 1 127
3819 1 3489
3820 1 3822
3821 1 127
3822 1 544
3823 1 491
3824 1 3900
3825 1 1085
3826 1 3921
3827 1 416
3828 3 4108
3829 1 3807
3830 1 443
3831 1 489
3832 1 3500
3833 1 3687
3834 1 3589
3835 1 541
3836 1 626
3837 1 3600
3838 1 3505
3839 1 3802
3840 1 393
3841 1 3640
3842 1 518
3843 1 3517
3844 1 615
3845 1 3498
3846 1 3644
3847 1 1085
3848 1 3543
3849 1 655
3850 1 3487
3851 1 3810
3852 1 504
3853 1 3779
3854 1 3847
3855 1 492
3856 1 471
3857 1 3479
3858 1 3711
3859 1 3703
3860 1 457
3861 1 3562
3862 1 502
3863 1 3705
3864 1 368
3865 1 3517
3866 1 655
3867 1 403
3868 1 678
3869 1 3923
3870 1 636
3871 1 3624
3872 1 3476
3873 1 3963
3874 1 3588
3875 1 3709
3876 1 441
3877 1 615
3878 1 4025
3879 1 3778
3880 1 418
3881 1 3996
3882 1 487
3883 1 479
3884 1 626
3885 2 1202
3886 1 586
3887 1 3460
3888 1 3870
3889 1 689
3890 1 531
3891 1 3738
3892 5 5258
3893 1 487
3894 1 3709
3895 1 3655
3896 1 3583
3897 1 375
3898 1 3737
3899 1 364
3900 1 3767
3901 1 3910
3902 1 3692
3903 1 589
3904 1 612
3905 1 3530
3906 1 642
3907 1 871
3908 1 3463
3909 1 599
3910 1 3896
3911 1 448
3912 1 3883
3913 1 198
3914 1 360
3915 1 3617
3916 1 577
3917 1 602
3918 1 491
3919 1 547
3920 3 5768
3921 1 634
3922 1 3503
3923 1 0
3924 1 360
3925 1 3855
3926 1 3766
3927 1 382
3928 1 595
3929 1 127
3930 1 349
3931 1 3606
3932 1 666
3933 1 543
3934 1 3713
3935 1 595
3936 1 3987
3937 1 868
3938 1 3827
3939 1 3798
3940 1 3496
3941 1 3704
3942 1 3905
3943 1 479
3944 1 552
3945 1 3528
3946 1 428
3947 1 387
3948 1 3836
3949 1 3790
3950 1 671
3951 1 3687
3952 1 468
3953 1 3928
3954 1 603
3955 1 437
3956 1 3559
3957 1 402
3958 1 3692
3959 1 3856
3960 1 3482
3961 1 3876
3962 1 364
3963 1 3803
3964 1 352
3965 1 3866
3966 1 3583
3967 1 467
3968 1 3511
3969 1 396
3970 1 3559
3971 1 3972
3972 1 3621
3973 1 3872
3974 1 714
3975 1 3574
3976 1 3475
3977 1 702
3978 1 542
3979 1 3600
3980 1 281
3981 1 3565
3982 1 3721
3983 1 662
3984 1 320
3985 1 431
3986 1 3822
3987 1 3923
3988 1 3587
3989 1 513
3990 1 3803
3991 1 3765
3992 1 802
3993 1 611
3994 1 481
3995 1 3963
3996 1 511
3997 1 3743
3998 1 3694
3999 1 614
4000 1 3837
4001 1 776
4002 1 702
4003 1 3822
4004 1 3555
4005 1 3603
4006 1 3884
4007 1 3960
4008 1 702
4009 1 689
4010 3 5076
4011 1 477
4012 1 681
4013 1 3667
4014 1 387
4015 1 3471
4016 1 3881
4017 1 620
4018 1 3647
4019 1 351
4020 1 503
4021 1 3485
4022 1 885
4023 1 866
4024 1 427
4025 1 542
4026 1 383
4027 1 3750
4028 1 464
4029 1 3584
4030 1 655
4031 1 48
4032 1 3868
4033 1 399
4034 1 403
4035 1 638
4036 1 3948
4037 1 3819
4038 1 3730
4039 2 630
4040 9 4447
4041 2 1773
4042 2 1570
4043 2 790
4044 4 1891
4045 3 5120
4046 9 3846
4047 2 1909
4048 3 2327
4049 3 3560
4050 4 4341
4051 10 5699
4052 11 1512
4053 10 3553
4054 11 3008
4055 6 1324
4056 2 3576
4057 2 739
4058 3 187
4059 2 1292
4060 3 2307
4061 2 1474
4062 8 230
4063 4 3987
4064 4 3427
4065 4 1595
4066 4 3890
4067 2 1680
4068 3 2632
4069 13 669
4070 2 3841
4071 2 1353
4072 3 132
4073 2 1548
4074 2 2778
4075 2 3326
4076 4 4874
4077 5 1374
4078 5 3373
4079 3 3321
4080 2 1678
4081 2 1045
4082 2 1639
4083 9 2225
4084 2 677
4085 5 3084
4086 5 4080
4087 3 1454
4088 8 1920
4089 7 3387
4090 2 1092
4091 4 1581
4092 7 1691
4093 7 4620
4094 9 3445
4095 4 182
4096 2 518
4097 2 3951
4098 6 1864
4099 5 2491
4100 2 3283
4101 4 5708
4102 3 1824
4103 2 1864
4104 3 5082
4105 6 3008
4106 13 5354
4107 2 3364
4108 2 1885
4109 2 2951
4110 10 2854
4111 9 2993
4112 2 884
4113 2 1341
4114 2 1521
4115 2 1246
4116 3 813
4117 4 4119
4118 4 1414
4119 3 18
4120 2 1707
4121 2 1500
4122 2 1699
4123 4 1774
4124 2 3460
4125 2 1518
4126 3 4274
4127 6 1882
4128 3 3317
4129 2 3692
4130 7 616
4131 4 112
4132 4 2861
4133 3 214
4134 2 2743
4135 2 1595
4136 2 3610
4137 4 5670
4138 2 1712
4139 2 3464
4140 2 1420
4141 4 5762
4142 7 5369
4143 5 2413
4144 3 4487
4145 2 2661
4146 2 1201
4147 2 1003
4148 2 768
4149 7 2436
4150 2 3042
4151 6 5221
4152 8 1731
4153 3 1474
4154 4 4426
4155 4 470
4156 3 3696
4157 2 3372
4158 2 1353
4159 3 3752
4160 2 726
4161 4 2134
4162 3 1270
4163 4 3210
4164 4 4801
4165 2 3121
4166 3 2804
4167 5 3518
4168 2 1760
4169 3 695
4170 3 4316
4171 4 3666
4172 3 3837
4173 3 3697
4174 8 1203
4175 2 1252
4176 3 3399
4177 4 1961
4178 3 3234
4179 2 3008
4180 2 1711
4181 4 2362
4182 2 1267
4183 2 1396
4184 4 450
4185 2 1796
4186 8 191
4187 2 1882
4188 9 3686
4189 3 2364
4190 3 2060
4191 2 3690
4192 3 322
4193 2 2925
4194 6 2153
4195 4 1198
4196 2 1864
4197 2 724
4198 2 3744
4199 7 5800
4200 3 3086
4201 3 2415
4202 3 1971
4203 3 5317
4204 2 355
4205 2 1871
4206 7 4324
4207 4 4792
4208 2 584
4209 6 869
4210 3 5558
4211 3 1723
4212 5 4424
4213 5 1564
4214 2 1597
4215 5 4919
4216 2 739
4217 2 3603
4218 7 2065
4219 2 965
4220 3 2306
4221 2 3099
4222 10 3039
4223 4 1912
4224 8 1556
4225 4 1248
4226 2 3619
4227 2 1845
4228 2 1397
4229 7 1864
4230 8 1703
4231 6 5905
4232 3 4517
4233 7 1259
4234 3 2294
4235 2 3003
4236 2 2863
4237 4 1525
4238 2 3526
4239 4 3379
4240 3 1556
4241 3 112
4242 5 3931
4243 2 855
4244 2 1602
4245 9 1695
4246 2 837
4247 2 1845
4248 2 3088
4249 2 372
4250 3 950
4251 3 1387
4252 2 3833
4253 2 1868
4254 2 774
4255 3 2172
4256 4 96
4257 3 1127
4258 2 4019
4259 2 3251
4260 6 3176
4261 8 4395
4262 3 974
4263 3 3271
4264 5 2580
4265 4 4535
4266 6 2485
4267 4 4024
4268 4 1199
4269 3 1374
4270 12 4578
4271 3 5800
4272 5 4551
4273 4 3781
4274 2 2918
4275 11 3165
4276 3 1564
4277 3 2433
4278 4 2327
4279 3 1544
4280 8 1542
4281 3 1954
4282 3 624
4283 3 5018
4284 2 1092
4285 2 3613
4286 2 3806
4287 4 2383
4288 2 3471
4289 4 2650
4290 3 1474
4291 2 443
4292 10 1510
4293 2 1178
4294 2 1398
4295 3 3987
4296 3 4036
4297 3 2345
4298 2 3806
4299 2 1308
4300 4 3607
4301 6 3269
4302 5 823
4303 2 1845
4304 4 5317
4305 8 634
4306 2 2698
4307 2 709
4308 2 3841
4309 3 3289
4310 4 1712
4311 3 1333
4312 4 240
4313 4 3669
4314 3 3644
4315 7 132
4316 2 3841
4317 3 5072
4318 2 1726
4319 3 2111
4320 2 1909
4321 3 191
4322 3 2900
4323 3 4815
4324 3 4585
4325 3 845
4326 2 2960
4327 4 3864
4328 2 3081
4329 8 4176
4330 2 1581
4331 2 3500
4332 3 3524
4333 2 1145
4334 4 1595
4335 3 3677
4336 3 4551
4337 2 3185
4338 5 3474
4339 2 1091
4340 2 3519
4341 2 3344
4342 4 5732
4343 3 2633
4344 5 3349
4345 11 4554
4346 2 739
4347 2 869
4348 5 4081
4349 7 4294
4350 6 2851
4351 7 1712
4352 3 1324
4353 3 2915
4354 3 165
4355 2 1880
4356 2 1474
4357 6 654
4358 3 202
4359 4 813
4360 3 2934
4361 8 5768
4362 2 1884
4363 9 2299
4364 6 1003
4365 8 3008
4366 2 1478
4367 2 1442
4368 2 2698
4369 5 3569
4370 2 3529
4371 7 1952
4372 5 2344
4373 2 1474
4374 4 1307
4375 3 1932
4376 3 959
4377 4 5756
4378 2 1624
4379 2 3744
4380 2 3870
4381 3 3008
4382 2 2825
4383 6 2490
4384 7 5639
4385 3 1252
4386 3 1800
4387 10 3445
4388 4 1333
4389 2 1864
4390 3 3660
4391 2 1604
4392 3 4437
4393 9 2760
4394 3 5889
4395 2 1170
4396 5 2901
4397 2 423
4398 2 1367
4399 10 3868
4400 3 1714
4401 4 212
4402 3 126
4403 2 621
4404 4 3387
4405 4 3979
4406 2 3414
4407 2 1374
4408 4 2329
4409 2 1707
4410 2 3411
4411 4 5800
4412 2 3537
4413 2 1328
4414 3 873
4415 11 40
4416 5 1259
4417 4 5708
4418 3 837
4419 4 3148
4420 10 473
4421 4 1881
4422 3 4874
4423 2 3448
4424 4 762
4425 5 4974
4426 3 3221
4427 2 1414
4428 3 3341
4429 2 3680
4430 3 1581
4431 4 191
4432 3 4482
4433 2 3724
4434 8 5307
4435 2 802
4436 2 3008
4437 2 1142
4438 2 1849
4439 2 3452
4440 2 1864
4441 4 1383
4442 2 3189
4443 2 1142
4444 2 3576
4445 3 4753
4446 7 1864
4447 3 829
4448 2 1813
4449 9 3576
4450 7 3387
4451 6 1951
4452 6 4172
4453 5 2096
4454 4 1914
4455 2 3807
4456 3 3241
4457 3 3008
4458 2 2760
4459 2 1318
4460 10 3008
4461 2 1333
4462 4 3008
4463 6 5255
4464 2 1864
4465 2 3427
4466 2 1870
4467 3 1965
4468 4 5708
4469 4 5882
4470 3 1441
4471 7 711
4472 8 2218
4473 3 1199
4474 4 5867
4475 3 3954
4476 2 309
4477 3 4140
4478 5 733
4479 2 633
4480 4 2147
4481 6 449
4482 2 1788
4483 8 3090
4484 2 3763
4485 8 3457
4486 13 5342
4487 2 1009
4488 3 1662
4489 3 958
4490 2 2807
4491 2 1027
4492 5 520
4493 8 3600
4494 4 2153
4495 3 2095
4496 2 3367
4497 4 3703
4498 2 1909
4499 2 1132
4500 2 3955
4501 2 3489
4502 8 3447
4503 10 357
4504 2 1430
4505 3 560
4506 4 3660
4507 4 191
4508 2 553
4509 2 1637
4510 3 727
4511 2 611
4512 2 1595
4513 3 4018
4514 5 4316
4515 3 270
4516 3 264
4517 2 1723
4518 4 688
4519 2 3696
4520 2 2798
4521 3 896
4522 8 4882
4523 2 2852
4524 5 3967
4525 2 837
4526 11 1499
4527 3 2722
4528 2 3879
4529 2 3496
4530 3 1908
4531 7 2218
4532 2 1811
4533 3 3576
4534 4 2027
4535 2 2714
4536 3 2062
4537 2 0
4538 4 1518
4539 4 2121
4540 5 2903
4541 4 1778
4542 2 1372
4543 3 554
4544 7 2900
4545 2 2760
4546 5 4866
4547 2 1366
4548 7 3668
4549 2 1903
4550 3 2224
4551 2 1069
4552 3 290
4553 6 2167
4554 5 1212
4555 3 3825
4556 3 1144
4557 2 3961
4558 2 744
4559 10 5800
4560 7 1734
4561 6 1374
4562 2 616
4563 4 4336
4564 2 2715
4565 2 3238
4566 5 3086
4567 5 196
4568 3 3058
4569 2 787
4570 2 3409
4571 3 5646
4572 3 2128
4573 5 2263
4574 11 2143
4575 3 1245
4576 3 46
4577 7 4518
4578 3 4482
4579 2 3807
4580 5 2494
4581 4 4913
4582 2 1128
4583 3 3995
4584 4 5164
4585 2 2904
4586 9 2446
4587 2 884
4588 11 177
4589 2 1881
4590 4 192
4591 3 3491
4592 3 3865
4593 3 2396
4594 2 3743
4595 3 4643
4596 3 2860
4597 2 600
4598 2 1067
4599 2 3490
4600 9 2844
4601 3 2060
4602 2 726
4603 7 2900
4604 2 1691
4605 11 4376
4606 3 3320
4607 5 4395
4608 2 3456
4609 3 1159
4610 6 3241
4611 6 1201
4612 8 31
4613 6 1940
4614 2 918
4615 13 5612
4616 7 2436
4617 3 5560
4618 2 1647
4619 4 2614
4620 4 96
4621 3 112
4622 2 1003
4623 3 2663
4624 5 2440
4625 3 4180
4626 2 705
4627 3 1626
4628 11 3798
4629 4 494
4630 2 1547
4631 6 5517
4632 4 2448
4633 3 3048
4634 2 3399
4635 3 2404
4636 3 956
4637 2 1446
4638 7 3261
4639 6 3040
4640 7 5120
4641 4 766
4642 2 519
4643 2 958
4644 6 2421
4645 3 5904
4646 4 5127
4647 4 3510
4648 3 2904
4649 9 1366
4650 11 5800
4651 2 1140
4652 2 3181
4653 3 4795
4654 2 1292
4655 6 4874
4656 2 3692
4657 2 1356
4658 3 4921
4659 6 5085
4660 2 3365
4661 3 1707
4662 6 1583
4663 2 3576
4664 13 4649
4665 2 1474
4666 7 4271
4667 2 1703
4668 7 2153
4669 5 3680
4670 2 1908
4671 10 3806
4672 2 1625
4673 2 597
4674 2 1578
4675 4 1854
4676 3 5116
4677 3 3156
4678 7 1003
4679 5 683
4680 3 5855
4681 5 5412
4682 2 873
4683 4 5791
4684 4 5423
4685 8 543
4686 4 3801
4687 8 3542
4688 3 4318
4689 3 1350
4690 2 1306
4691 3 1864
4692 2 3680
4693 2 1135
4694 2 641
4695 4 1654
4696 4 3776
4697 3 1949
4698 2 1810
4699 2 2691
4700 2 2725
4701 10 5185
4702 5 1952
4703 6 3539
4704 19 5765
4705 5 1633
4706 3 264
4707 4 1140
4708 2 760
4709 3 2211
4710 9 3445
4711 4 1091
4712 7 4501
4713 2 2776
4714 3 2295
4715 2 139
4716 6 1335
4717 2 2774
4718 2 1033
4719 5 573
4720 3 4274
4721 2 2817
4722 2 920
4723 2 443
4724 5 1638
4725 2 956
4726 4 1054
4727 2 698
4728 2 1331
4729 2 1323
4730 4 3977
4731 2 997
4732 4 191
4733 3 1469
4734 2 737
4735 2 1613
4736 10 2853
4737 3 4874
4738 11 418
4739 2 472
4740 4 5747
4741 7 5420
4742 3 3008
4743 4 4758
4744 2 1369
4745 3 396
4746 3 491
4747 2 1324
4748 7 2440
4749 2 1558
4750 5 2094
4751 3 5016
4752 3 2296
4753 2 3770
4754 2 3853
4755 6 5686
4756 4 5416
4757 5 582
4758 2 2851
4759 2 1245
4760 6 3648
4761 2 1632
4762 2 240
4763 2 683
4764 6 3843
4765 5 3342
4766 2 873
4767 3 1651
4768 4 3719
4769 5 3908
4770 4 2148
4771 9 357
4772 3 1588
4773 3 3202
4774 2 1569
4775 2 3079
4776 3 112
4777 4 3521
4778 3 1274
4779 9 5164
4780 2 630
4781 6 4509
4782 2 1508
4783 2 3667
4784 10 191
4785 2 1474
4786 3 2024
4787 7 3553
4788 3 1456
4789 2 1145
4790 2 3014
4791 3 2251
4792 2 3425
4793 3 747
4794 4 1611
4795 2 1144
4796 2 1122
4797 7 3208
4798 6 477
4799 3 5868
4800 4 459
4801 2 3217
4802 3 2849
4803 5 3542
4804 2 1632
4805 3 3669
4806 4 1792
4807 5 5838
4808 4 3496
4809 7 4085
4810 2 2979
4811 2 571
4812 3 1111
4813 2 1390
4814 2 3134
4815 2 3696
4816 9 348
4817 5 956
4818 2 2706
4819 7 2421
4820 3 1014
4821 2 1429
4822 3 3129
4823 4 1805
4824 5 4395
4825 5 2698
4826 6 216
4827 2 3008
4828 12 5412
4829 2 1354
4830 17 5587
4831 2 513
4832 14 5435
4833 6 4171
4834 8 2180
4835 2 1797
4836 2 3033
4837 5 2919
4838 2 3144
4839 2 2848
4840 6 5227
4841 10 1625
4842 3 1612
4843 2 382
4844 3 2714
4845 3 1993
4846 5 235
4847 7 472
4848 4 1449
4849 3 2219
4850 2 1581
4851 3 2857
4852 4 4165
4853 3 2582
4854 3 1426
4855 2 3027
4856 2 2979
4857 2 1470
4858 11 3160
4859 5 633
4860 6 5800
4861 2 3617
4862 14 4991
4863 6 2633
4864 7 5644
4865 8 5074
4866 3 3333
4867 17 5587
4868 2 3712
4869 2 1365
4870 2 2979
4871 10 407
4872 2 1648
4873 2 3142
4874 2 1299
4875 3 5066
4876 4 434
4877 2 402
4878 2 837
4879 4 1291
4880 6 3576
4881 3 2229
4882 2 521
4883 3 4759
4884 4 5800
4885 4 1305
4886 4 1374
4887 2 1674
4888 7 4960
4889 5 1502
4890 11 1495
4891 2 540
4892 8 4294
4893 2 1166
4894 2 2670
4895 4 3362
4896 4 5729
4897 11 2479
4898 2 475
4899 5 1820
4900 2 2942
4901 2 1400
4902 5 2228
4903 4 2427
4904 2 630
4905 3 2999
4906 3 5701
4907 3 313
4908 4 1285
4909 6 2245
4910 3 3726
4911 2 1831
4912 2 981
4913 3 3833
4914 2 1831
4915 2 1796
4916 2 3968
4917 3 175
4918 2 3297
4919 2 3199
4920 2 3630
4921 2 3362
4922 4 3039
4923 2 601
4924 2 3923
4925 3 708
4926 6 1739
4927 4 1941
4928 3 3255
4929 3 949
4930 3 2548
4931 2 3593
4932 2 3220
4933 2 1419
4934 4 85
4935 2 2990
4936 4 4395
4937 7 4417
4938 2 810
4939 4 634
4940 3 2900
4941 2 2496
4942 3 33
4943 4 3883
4944 5 5800
4945 3 3048
4946 4 1232
4947 2 1874
4948 5 289
4949 2 787
4950 2 1813
4951 3 192
4952 2 3306
4953 2 1703
4954 2 1252
4955 4 3347
4956 4 5118
4957 8 4580
4958 2 621
4959 2 2688
4960 5 2496
4961 2 2972
4962 2 1478
4963 5 5513
4964 2 2929
4965 4 4456
4966 2 351
4967 2 3226
4968 2 2807
4969 3 4735
4970 3 1952
4971 3 4347
4972 2 1384
4973 2 441
4974 2 1126
4975 3 1291
4976 5 1877
4977 4 5699
4978 2 876
4979 3 1307
4980 3 1556
4981 2 540
4982 2 3940
4983 9 1199
4984 2 1374
4985 4 4547
4986 5 4252
4987 2 3651
4988 4 136
4989 2 513
4990 9 1617
4991 11 3445
4992 2 2745
4993 3 1074
4994 2 1706
4995 8 875
4996 3 3270
4997 2 3241
4998 5 3379
4999 7 1685
5000 4 5644
5001 2 1864
5002 2 1159
5003 6 790
5004 5 3833
5005 6 5699
5006 6 4554
5007 2 3086
5008 4 2633
5009 5 2448
5010 3 2167
5011 4 3004
5012 2 3008
5013 8 1669
5014 2 1201
5015 3 2242
5016 2 1376
5017 2 3184
5018 2 1418
5019 3 93
5020 4 1200
5021 3 3121
5022 5 882
5023 4 2047
5024 2 867
5025 5 2371
5026 3 2059
5027 3 246
5028 6 5409
5029 3 2602
5030 11 3402
5031 6 2167
5032 3 112
5033 3 1845
5034 4 3811
5035 5 5800
5036 3 3368
5037 3 2304
5038 3 4115
5039 3 2130
5040 10 2229
5041 3 1288
5042 2 837
5043 4 18
5044 9 5612
5045 3 5532
5046 3 2422
5047 7 3008
5048 5 1270
5049 2 762
5050 4 2304
5051 3 4125
5052 2 3354
5053 6 3736
5054 11 5346
5055 2 1145
5056 2 1136
5057 2 3217
5058 4 146
5059 3 442
5060 3 4974
5061 3 208
5062 2 3940
5063 4 2778
5064 3 2616
5065 2 2890
5066 2 1343
5067 4 4447
5068 3 4511
5069 2 1651
5070 2 1693
5071 2 3661
5072 2 1092
5073 3 4395
5074 2 4024
5075 2 2777
5076 2 837
5077 8 3008
5078 3 3638
5079 2 1825
5080 4 2816
5081 3 2731
5082 2 2670
5083 4 1007
5084 3 4868
5085 2 3833
5086 2 1571
5087 5 4466
5088 2 3617
5089 3 2639
5090 3 2165
5091 2 1742
5092 6 3014
5093 2 724
5094 2 3797
5095 3 1625
5096 10 3736
5097 2 3987
5098 2 127
5099 2 639
5100 3 1583
5101 3 1695
5102 2 1864
5103 11 4499
5104 3 2819
5105 3 5905
5106 7 3857
5107 3 2286
5108 2 1785
5109 3 3058
5110 2 3173
5111 2 3842
5112 2 436
5113 5 191
5114 4 3094
5115 7 1374
5116 2 2771
5117 3 2690
5118 2 1294
5119 2 686
5120 2 1149
5121 4 520
5122 4 2364
5123 12 4913
5124 2 3363
5125 3 1864
5126 3 215
5127 2 3558
5128 3 5288
5129 3 2756
5130 2 1665
5131 4 410
5132 5 832
5133 6 633
5134 3 4005
5135 5 1356
5136 3 2263
5137 3 1194
5138 9 1762
5139 2 2983
5140 8 4322
5141 2 844
5142 3 213
5143 3 854
5144 3 1746
5145 4 1996
5146 11 3475
5147 2 1474
5148 2 997
5149 2 3541
5150 4 2956
5151 2 499
5152 3 846
5153 3 3595
5154 2 2852
5155 9 3746
5156 2 1518
5157 2 3278
5158 2 1909
5159 3 1595
5160 3 3424
5161 3 3676
5162 3 3786
5163 2 2738
5164 3 2408
5165 6 2229
5166 2 1569
5167 2 1855
5168 3 2612
5169 2 2816
5170 4 1992
5171 2 3803
5172 9 3471
5173 7 58
5174 6 230
5175 4 800
5176 3 1686
5177 4 3224
5178 3 4874
5179 10 4795
5180 2 3417
5181 2 1171
5182 7 1412
5183 3 2797
5184 2 1864
5185 3 630
5186 3 470
5187 4 3762
5188 2 3452
5189 4 3106
5190 7 4874
5191 3 1864
5192 6 1337
5193 12 1954
5194 6 1625
5195 4 2320
5196 3 1374
5197 2 3833
5198 2 3718
5199 6 3236
5200 4 3166
5201 3 3974
5202 2 3374
5203 2 924
5204 2 1911
5205 3 2002
5206 3 1230
5207 9 4744
5208 6 486
5209 2 3148
5210 3 2225
5211 2 633
5212 2 726
5213 2 1595
5214 12 5800
5215 2 3086
5216 9 2218
5217 3 5197
5218 6 1374
5219 12 2095
5220 2 3663
5221 3 2431
5222 4 3068
5223 3 399
5224 2 1474
5225 3 884
5226 3 2972
5227 3 1342
5228 3 3617
5229 3 2080
5230 5 4447
5231 5 1872
5232 2 1003
5233 8 3911
5234 3 147
5235 2 1230
5236 2 1448
5237 2 1660
5238 2 1190
5239 2 2688
5240 2 3611
5241 2 416
5242 2 1702
5243 2 1529
5244 4 1419
5245 3 4551
5246 5 1707
5247 7 4545
5248 2 3496
5249 2 399
5250 6 2158
5251 2 1689
5252 2 423
5253 3 191
5254 7 5307
5255 3 1438
5256 3 3008
5257 5 4023
5258 3 409
5259 2 1075
5260 11 397
5261 3 2556
5262 3 787
5263 2 1475
5264 3 2060
5265 7 4919
5266 2 1813
5267 2 621
5268 3 1655
5269 5 376
5270 3 919
5271 7 552
5272 3 2612
5273 5 128
5274 5 5643
5275 3 805
5276 3 2386
5277 2 726
5278 2 3341
5279 2 1804
5280 6 5148
5281 3 397
5282 2 2698
5283 10 1203
5284 9 3489
5285 2 734
5286 4 2706
5287 3 5838
5288 2 264
5289 5 5714
5290 2 683
5291 3 1159
5292 2 1676
5293 4 3682
5294 3 2000
5295 3 74
5296 11 4874
5297 2 792
5298 5 7
5299 2 3867
5300 3 2060
5301 4 4791
5302 5 2062
5303 4 2692
5304 4 826
5305 2 3357
5306 2 615
5307 3 2219
5308 3 1909
5309 7 5084
5310 2 1092
5311 2 787
5312 2 3260
5313 3 3627
5314 4 1707
5315 6 2143
5316 2 1523
5317 2 2861
5318 3 1151
5319 9 2136
5320 5 5644
5321 2 3609
5322 4 3427
5323 6 411
5324 2 3853
5325 3 1640
5326 2 958
5327 3 1469
5328 2 409
5329 2 3541
5330 6 1365
5331 2 1199
5332 4 2280
5333 2 490
5334 2 3959
5335 9 96
5336 7 3084
5337 2 1908
5338 4 5085
5339 4 2167
5340 7 3014
5341 5 699
5342 5 3085
5343 3 24
5344 3 2017
5345 5 3519
5346 2 383
5347 6 1374
5348 5 305
5349 3 1595
5350 4 3811
5351 4 5136
5352 5 2458
5353 4 2163
5354 3 4031
5355 2 1770
5356 8 2815
5357 2 1904
5358 5 683
5359 5 3269
5360 10 4453
5361 4 3979
5362 6 97
5363 3 1203
5364 2 3569
5365 6 80
5366 2 3320
5367 5 3529
5368 4 2151
5369 2 3374
5370 3 1365
5371 2 1827
5372 2 648
5373 4 2140
5374 5 235
5375 15 5193
5376 3 784
5377 12 4991
5378 2 1513
5379 2 2994
5380 4 3355
5381 3 1172
5382 4 1270
5383 7 3529
5384 4 3553
5385 3 1146
5386 2 3275
5387 4 1112
5388 3 1025
5389 2 3443
5390 5 3331
5391 2 1430
5392 3 1694
5393 3 277
5394 3 1522
5395 2 1426
5396 2 3057
5397 4 2048
5398 6 5853
5399 4 593
5400 3 164
5401 5 4426
5402 2 2915
5403 7 1916
5404 4 3425
5405 7 5631
5406 13 4132
5407 4 2954
5408 5 621
5409 3 1564
5410 3 540
5411 6 1798
5412 2 2794
5413 2 1098
5414 2 726
5415 2 1489
5416 2 1057
5417 2 2815
5418 2 3460
5419 2 1288
5420 2 4005
5421 2 1127
5422 3 4328
5423 3 3127
5424 4 3613
5425 2 1434
5426 2 2876
5427 4 1040
5428 2 2805
5429 6 4913
5430 6 417
5431 2 1903
5432 3 3818
5433 7 1144
5434 2 1846
5435 6 4539
5436 2 3987
5437 4 1075
5438 3 4694
5439 3 4274
5440 12 2494
5441 2 4032
5442 3 5570
5443 4 422
5444 2 502
5445 8 3850
5446 2 3369
5447 6 2437
5448 5 4428
5449 3 1091
5450 4 1702
5451 2 511
5452 5 1818
5453 2 2812
5454 11 2858
5455 3 2676
5456 7 4813
5457 4 1388
5458 3 943
5459 2 1029
5460 10 5519
5461 2 1786
5462 5 2233
5463 2 1880
5464 5 2004
5465 3 3105
5466 2 3105
5467 6 3048
5468 3 2289
5469 2 3664
5470 9 2121
5471 3 2010
5472 6 5699
5473 5 1664
5474 3 1978
5475 3 3599
5476 4 230
5477 2 1227
5478 4 3728
5479 2 1145
5480 2 1689
5481 3 1372
5482 4 4602
5483 2 1707
5484 4 4954
5485 2 3173
5486 2 1274
5487 10 697
5488 5 3008
5489 2 1484
5490 2 1707
5491 2 1638
5492 3 3574
5493 12 2494
5494 2 1018
5495 2 195
5496 9 1294
5497 8 4919
5498 3 5491
5499 5 2954
5500 14 4553
5501 7 3660
5502 6 4500
5503 2 3007
5504 3 553
5505 2 1814
5506 2 3602
5507 4 1744
5508 2 1641
5509 4 3008
5510 3 4032
5511 4 1952
5512 5 63
5513 4 1426
5514 2 565
5515 4 357
5516 9 2709
5517 3 4009
5518 2 1003
5519 5 4402
5520 2 2738
5521 3 4318
5522 4 1398
5523 3 3294
5524 2 1489
5525 2 3007
5526 5 1939
5527 5 2668
5528 5 3518
5529 9 787
5530 6 2995
5531 3 2846
5532 2 3733
5533 2 1761
5534 3 654
5535 4 841
5536 3 3743
5537 3 5316
5538 2 2928
5539 2 36
5540 11 964
5541 6 4417
5542 2 924
5543 2 913
5544 5 4043
5545 2 3452
5546 9 4322
5547 7 1140
5548 3 2578
5549 3 196
5550 2 3096
5551 12 2362
5552 7 1075
5553 3 803
5554 2 1145
5555 4 3316
5556 3 2346
5557 2 1511
5558 2 2741
5559 2 1588
5560 2 674
5561 2 1707
5562 3 1678
5563 3 2218
5564 4 1275
5565 3 3317
5566 2 1466
5567 2 3680
5568 3 3322
5569 4 3568
